0,0,100,0,100,50,0,50
0,50,100,50,100,100,0,100
0,100,100,100,100,150,0,150
0,150,100,150,100,200,0,200
0,200,100,200,100,250,0,250
0,250,100,250,100,300,0,300
0,300,100,300,100,350,0,350
0,350,100,350,100,400,0,400
0,400,100,400,100,450,0,450
0,450,100,450,100,500,0,500
0,500,100,500,100,550,0,550
0,550,100,550,100,600,0,600
0,600,100,600,100,650,0,650
0,650,100,650,100,700,0,700
0,700,100,700,100,750,0,750
0,750,100,750,100,800,0,800
0,800,100,800,100,850,0,850
100,0,200,0,200,50,100,50
100,50,200,50,200,100,100,100
100,100,200,100,200,150,100,150
100,150,200,150,200,200,100,200
100,200,200,200,200,250,100,250
100,250,200,250,200,300,100,300
100,300,200,300,200,350,100,350
100,350,200,350,200,400,100,400
100,400,200,400,200,450,100,450
100,450,200,450,200,500,100,500
100,500,200,500,200,550,100,550
100,550,200,550,200,600,100,600
100,600,200,600,200,650,100,650
100,650,200,650,200,700,100,700
100,700,200,700,200,750,100,750
100,750,200,750,200,800,100,800
100,800,200,800,200,850,100,850
200,0,300,0,300,50,200,50
200,50,300,50,300,100,200,100
200,100,300,100,300,150,200,150
200,150,300,150,300,200,200,200
200,200,300,200,300,250,200,250
200,250,300,250,300,300,200,300
200,300,300,300,300,350,200,350
200,350,300,350,300,400,200,400
200,400,300,400,300,450,200,450
200,450,300,450,300,500,200,500
200,500,300,500,300,550,200,550
200,550,300,550,300,600,200,600
200,600,300,600,300,650,200,650
200,650,300,650,300,700,200,700
200,700,300,700,300,750,200,750
200,750,300,750,300,800,200,800
200,800,300,800,300,850,200,850
300,0,400,0,400,50,300,50
300,50,400,50,400,100,300,100
300,100,400,100,400,150,300,150
300,150,400,150,400,200,300,200
300,200,400,200,400,250,300,250
300,250,400,250,400,300,300,300
300,300,400,300,400,350,300,350
300,350,400,350,400,400,300,400
300,400,400,400,400,450,300,450
300,450,400,450,400,500,300,500
300,500,400,500,400,550,300,550
300,550,400,550,400,600,300,600
300,600,400,600,400,650,300,650
300,650,400,650,400,700,300,700
300,700,400,700,400,750,300,750
300,750,400,750,400,800,300,800
300,800,400,800,400,850,300,850
400,0,500,0,500,50,400,50
400,50,500,50,500,100,400,100
400,100,500,100,500,150,400,150
400,150,500,150,500,200,400,200
400,200,500,200,500,250,400,250
400,250,500,250,500,300,400,300
400,300,500,300,500,350,400,350
400,350,500,350,500,400,400,400
400,400,500,400,500,450,400,450
400,450,500,450,500,500,400,500
400,500,500,500,500,550,400,550
400,550,500,550,500,600,400,600
400,600,500,600,500,650,400,650
400,650,500,650,500,700,400,700
400,700,500,700,500,750,400,750
400,750,500,750,500,800,400,800
400,800,500,800,500,850,400,850
500,0,600,0,600,50,500,50
500,50,600,50,600,100,500,100
500,100,600,100,600,150,500,150
500,150,600,150,600,200,500,200
500,200,600,200,600,250,500,250
500,250,600,250,600,300,500,300
500,300,600,300,600,350,500,350
500,350,600,350,600,400,500,400
500,400,600,400,600,450,500,450
500,450,600,450,600,500,500,500
500,500,600,500,600,550,500,550
500,550,600,550,600,600,500,600
500,600,600,600,600,650,500,650
500,650,600,650,600,700,500,700
500,700,600,700,600,750,500,750
500,750,600,750,600,800,500,800
500,800,600,800,600,850,500,850
600,0,700,0,700,50,600,50
600,50,700,50,700,100,600,100
600,100,700,100,700,150,600,150
600,150,700,150,700,200,600,200
600,200,700,200,700,250,600,250
600,250,700,250,700,300,600,300
600,300,700,300,700,350,600,350
600,350,700,350,700,400,600,400
600,400,700,400,700,450,600,450
600,450,700,450,700,500,600,500
600,500,700,500,700,550,600,550
600,550,700,550,700,600,600,600
600,600,700,600,700,650,600,650
600,650,700,650,700,700,600,700
600,700,700,700,700,750,600,750
600,750,700,750,700,800,600,800
600,800,700,800,700,850,600,850
700,0,800,0,800,50,700,50
700,50,800,50,800,100,700,100
700,100,800,100,800,150,700,150
